seed_id,seed_title,direction,found_title,found_doi,found_year,found_venue,in_db_already,venue_rank_note,ref_source,picos_decision,reason
3,The Sense of Embodiment in Virtual Reality,backward,,10.1016/j.neuropsychologia.2008.06.004,,,N,,Crossref,,
3,The Sense of Embodiment in Virtual Reality,backward,,10.1037/0096-1523.31.1.80,,,N,,Crossref,,
3,The Sense of Embodiment in Virtual Reality,backward,,10.1016/j.concog.2005.09.004,,,N,,Crossref,,
3,The Sense of Embodiment in Virtual Reality,backward,,10.1016/j.concog.2007.05.012,,,N,,Crossref,,
3,The Sense of Embodiment in Virtual Reality,backward,,10.1162/089892901564243,,,N,,Crossref,,
3,The Sense of Embodiment in Virtual Reality,backward,,10.1007/s00221-008-1562-y,,,N,,Crossref,,
3,The Sense of Embodiment in Virtual Reality,backward,,10.1016/s0010-0277(02)00100-2,,,N,,Crossref,,
3,The Sense of Embodiment in Virtual Reality,forward,Visitors' sense of presence and absence in digital cultural heritage experience: The case of the digital Forbidden City,10.1016/j.jhtm.2026.101499,2026,Journal of Hospitality and Tourism Management,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Avatar fidelity and Co-presence in a collaborative VR educational task: a secondary analysis of the HuTwin dataset,10.3389/frvir.2026.1860866,2026,Frontiers in Virtual Reality,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Dismantling the mechanism of VR self-compassion training: A two-session controlled trial with active controls.,10.1016/j.brat.2026.105102,2026,Behaviour Research and Therapy,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Walking in Her Shoes: Virtual Embodiment of a Famous Female Scientist Reduces Implicit Gender–Science Associations,10.1016/j.chb.2026.109146,2026,Computers in Human Behavior,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,"Pratiche di lettura silenziosa in ambienti virtuali. Un’esperienza pilota tra corporeità, immaginazione e agency educativa",10.36253/rief-18223,2026,Rivista Italiana di Educazione Familiare,N,未照合,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,A Lightweight 3DMM-CNN Pipeline for Real-Time Single-Image 3D Face Reconstruction: Prototyping Personalised Avatars for Extended Reality Applications,10.3390/informatics13080122,2026,Informatics,N,CORE National:Slovakia,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Redesigning Learning Through Immersive Technologies: An Educational Perspective on Virtual and Augmented Reality,10.3390/virtualworlds5030033,2026,Virtual Worlds,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Who is pulling the string? The self-avatar follower effect in the context of involuntary movements in immersive and embodied virtual reality.,10.1016/j.neuroscience.2026.07.040,2026,Neuroscience,N,SJR Q3,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Multisensory Contributions to Presence in CARLA-Based Virtual Reality Bicycle Simulation,10.3390/app16147296,2026,Applied Sciences,N,SJR Q4,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Analyzing Change in VR: A Temporal–Rules–Cues Framework for Storyworld Dynamics and Authorial Intent,10.1145/3803784.3807539,2026,Creativity & Cognition,Y,CORE B,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,VR as a Creative Medium for Immersive Storytelling: An Autobiographic Design Exploration,10.1145/3803784.3816833,2026,Creativity & Cognition,Y,CORE B,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Seamless interaction in VR: decoding user intent with eye gaze and passive brain–computer interfaces,10.64898/2026.07.06.736575,2026,bioRxiv,N,未照合,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,The imaginary cat ears illusion: an analysis of ownership for an avatar’s cat ears via visual–auditory–haptic multimodal feedback in virtual reality,10.3389/frvir.2026.1817800,2026,Frontiers in Virtual Reality,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Validity of Eye-Tracking Measures in Immersive Virtual Reality: Using Cognitive Theories of Learning,10.1007/s10648-026-10186-9,2026,Educational Psychology Review,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Motion blending in avatar-mediated communication does not necessarily increase interpersonal attraction,10.3389/frvir.2026.1818260,2026,Frontiers in Virtual Reality,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Body-technology interfaces: digital corporeality and emerging psychopathology,10.3389/fpsyt.2026.1740203,2026,Frontiers in Psychiatry,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,"The bodily self in fibromyalgia: A systematic review and meta-analysis of body image, body representation, and interoceptive dysfunction.",10.1111/pcn.70099,2026,Psychiatry and Clinical Neurosciences,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,A cartography of human experience across physical and digitally mediated environments: a scoping review,10.3389/fcomp.2026.1775185,2026,Frontiers of Computer Science,N,SJR Q2,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Embodiment in immersive virtual reality increases pupillary responses to a spider climbing a virtual arm.,10.1016/j.biopsycho.2026.109364,2026,Biological Psychology,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Perception and Embodiment for Motion-Scaled Virtual Hands,10.3390/virtualworlds5030029,2026,Virtual Worlds,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Sense-giving and sense-making of embodied meaning in immersive virtual reality training: a post-phenomenological analysis,10.1080/10494820.2026.2686800,2026,Interactive Learning Environments,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Clinical Correlates of Unidimensional and Multidimensional Full-Body Illusion in Female Adolescents with Anorexia Nervosa,10.1177/21522715261463323,2026,"Cyberpsychology, Behavior, and Social Networking",N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,"My avatar moves with me, so I am the one acting: Avatar responsiveness supports implicit sense of agency in virtual reality",10.1371/journal.pone.0351839,2026,PLoS ONE,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Being Stone: Designing Nonhuman Embodiment in VR,10.1145/3802974.3808023,2026,DIS Companion,N,未照合,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Virtual Ambidextrous Hand Control: An Interaction Framework for Amplified Bimanual Coordination in Virtual Reality,10.1145/3802974.3809436,2026,DIS Companion,Y,未照合,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Tuning the Face: Modulating Facial Expressions for Realistic Self-Avatars in Virtual Reality,10.1145/3800645.3812871,2026,Symposium on Designing Interactive Systems,Y,CORE A,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Immersive creativity: a framework for expressive and creative interaction in virtual and mixed reality inspired by musical thinking,10.3389/frvir.2026.1804244,2026,Frontiers in Virtual Reality,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Reshaping restriction: virtual embodiment modulates eating biases in anorexia nervosa,10.1038/s44184-026-00221-6,2026,npj Mental Health Research,Y,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Revisiting customer loyalty in the digital age: How loyalty enhances sales performance through high-quality reviews,10.1016/j.jretconser.2026.104807,2026,Journal of Retailing and Consumer Services,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,A Multidimensional Assessment of Embodied Interaction in Large-Scale Full-Body Interactive Environments,10.1109/tg.2026.3682920,2026,IEEE Transactions on Games,N,SJR Q2,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,From Statistics to Individuals: An Exploration of Zoomable Empathic Visualizations,10.48550/arxiv.2605.31026,2026,arXiv.org,N,未照合,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Embodying the other using the sixth finger illusion.,10.1016/j.cognition.2026.106601,2026,Cognition,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Unobtrusive in-situ measurement of behavior change by deep metric similarity learning of motion patterns,10.3389/frvir.2026.1743415,2026,Frontiers in Virtual Reality,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,"Harassment in social virtual reality: frequency, harmfulness, and governance responses",10.1007/s10055-026-01388-1,2026,Virtual Reality,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Temporal contexts in IVR strengthen spatial scaffolding and phenomenology during autobiographical mental time travel,10.3389/frvir.2026.1786824,2026,Frontiers in Virtual Reality,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,"A scoping review on haptic-mediated immersive museum experiences (HM-IMEs): trends, mechanisms and opportunities",10.1038/s40494-026-02641-1,2026,npj Heritage Science,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,I Have a Claw! Impact of Embodying a Biomimetic Avatar on Self-Perception and Task Performance in Virtual Reality,10.1109/tvcg.2026.3693261,2026,IEEE Transactions on Visualization and Computer Graphics,Y,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Cross-Realm Embodied Interactions: Bridging Physical and Virtual Social Presence Through Digital Twin Environments,10.1109/icciaa68481.2026.11543606,2026,2026 2nd International Conference on Computational Intelligence Approaches and Applications (ICCIAA),N,未照合,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,"Rushed by Discomfort, Trapped by Immersion: Users’ Experiences and Responses to Privacy Deceptive Design in Commercial VR Applications",10.1145/3800645.3812990,2026,Symposium on Designing Interactive Systems,Y,CORE A,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Bodyless Presence: Reconsidering the Minimal Self in Immersive Video,10.48550/arxiv.2605.03873,2026,arXiv.org,N,未照合,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Virtual Embodiment in virtual mirrors and presence: effects on adolescent self-esteem,10.3389/frvir.2026.1772574,2026,Frontiers in Virtual Reality,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Slightly Stretching Your Arm's Reach May Improve VR Interaction: The Optimal Interaction Zone in a Memory Task,10.1109/tvcg.2026.3679873,2026,IEEE Transactions on Visualization and Computer Graphics,Y,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Am I Still Me? Visual Congruence Across Reality-Virtuality and Avatar Appearance in Shaping Self-Perception and Behavior,10.1109/tvcg.2026.3679890,2026,IEEE Transactions on Visualization and Computer Graphics,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,How Harassment Shapes Self-Perception and Well-Being in Social VR: Evidence from a Controlled Lab Study,10.1109/tvcg.2026.3680575,2026,IEEE Transactions on Visualization and Computer Graphics,Y,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,"User-Articulated Associations in VR: A Co-Occurrence Network Map of Presence, Realism, Agency, and Time",10.1109/tvcg.2026.3679112,2026,IEEE Transactions on Visualization and Computer Graphics,Y,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Evaluating Cutout Rendering Techniques for Pass-Through Embodiment Using a Real-Mirror Metaphor,10.1109/tvcg.2026.3680579,2026,IEEE Transactions on Visualization and Computer Graphics,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Restorative VR technology: The role of embodied interactivity and environmental embeddedness in mental well-being,10.1016/j.jenvp.2026.103003,2026,Journal of Environmental Psychology,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Between the bars: Virtual reality and physical prison simulations link to reduced prejudice against incarcerated people,10.1016/j.chb.2026.109048,2026,Computers in Human Behavior,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,“I felt like a marine organism”: Exploring underwater virtual reality experiences and their potential to foster ocean connectedness,10.1016/j.chbr.2026.101093,2026,Computers in Human Behavior Reports,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Reorienting with the Bare Hand: Gesture-Based Techniques for Orientation-Enabled Teleportation in Virtual Reality,10.1109/tvcg.2026.3679138,2026,IEEE Transactions on Visualization and Computer Graphics,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Letting Go of Your Real Body: Noisy Electrical Stimulation Facilitates Body Schema Transformation in Virtual Reality,10.1109/tvcg.2026.3679128,2026,IEEE Transactions on Visualization and Computer Graphics,Y,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Use Case Matters: Comparing the User Experience and Task Performance Across Tasks for Embodied Interaction in VR,10.1109/tvcg.2026.3680577,2026,IEEE Transactions on Visualization and Computer Graphics,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Investigating the Effects of Egocentric FPV vs. Exocentric TPV Perspectives and Collaboration Modes on Sense of Agency in VR Teleoperation,10.1109/tvcg.2026.3679916,2026,IEEE Transactions on Visualization and Computer Graphics,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,The Avatar as a Tool: The Critical Role of the First-Person Perspective in Linking Embodiment and Presence,10.1016/j.chbr.2026.101097,2026,Computers in Human Behavior Reports,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,The Effects of Perspective‐Based Out‐of‐Body Experience in Virtual Reality Public Speaking,10.1002/cav.70120,2026,Computer Animation and Virtual Worlds,N,SJR Q2,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Alter-Art: Exploring Embodied Artistic Creation through a Robot Avatar,10.48550/arxiv.2604.26473,2026,arXiv.org,N,未照合,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Immersive Indies: On Immersive Strategies in Independent Games for Virtual Reality (VR),10.51698/tripodos.2026.59.07,2026,Tripodos,N,SJR Q3,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Dynamic Abstract Avatars Impact Dancers' Sense of Embodiment and Movement Choices,10.1145/3802842.3802870,2026,MOCO,N,未照合,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,"Moving Contexts: How Culture, Context, and Movement Histories Shape Whole-Body Interaction in Aesthetic Environments",10.1145/3802842.3802852,2026,MOCO,N,未照合,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,The Effect of Photorealism Consistency Between the Virtual Hands and Environment on the Sense of Body Ownership and Presence in Virtual Reality,10.1109/tvcg.2026.3686249,2026,IEEE Transactions on Visualization and Computer Graphics,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Investigating Self-Body Perception and Its Effect on Affordance in Augmented Reality,10.1145/3807944,2026,ACM Transactions on Applied Perception,N,CORE B,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Designing Extended Intelligence: A Taxonomy of Psychobiological Effects of XR-AI Systems for Human Capability Augmentation,10.3390/virtualworlds5020018,2026,Virtual Worlds,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,From Courtside to Console: How NBA Superfans Extend Their Identities Through MyPlayer in NBA 2K,10.1080/08838151.2026.2660922,2026,Journal of Broadcasting &amp; Electronic Media,N,未照合,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,The Wetland Quest: Fostering Empathy and Literacy for Urban Herpetofauna Through VR Wetland Exploration,10.1145/3772318.3790443,2026,International Conference on Human Factors in Computing Systems,Y,CORE A*,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Out of Control: Effects of Multimodal Self-similarity on Embodiment During Autonomous Avatar Demonstrations in Virtual Reality,10.1145/3772318.3790629,2026,International Conference on Human Factors in Computing Systems,Y,CORE A*,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,"Virtual Selves, Real Emotions: The Impact of Photorealistic Avatar Personalization on Emotion in Virtual Reality",10.1145/3772318.3791423,2026,International Conference on Human Factors in Computing Systems,Y,CORE A*,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,"Social, Spatial, and Self-Presence as Predictors of Basic Psychological Need Satisfaction in Social VR",10.1145/3772318.3790299,2026,International Conference on Human Factors in Computing Systems,Y,CORE A*,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,MomentumTouch: How Consistent Haptic Feedback Empowers VR Embodied Learning through Cognitive Resource Reconstruction,10.1145/3772318.3791751,2026,International Conference on Human Factors in Computing Systems,Y,CORE A*,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Can We Infer Object Pose Changes from Hand Movements?,10.1145/3772318.3790384,2026,International Conference on Human Factors in Computing Systems,N,CORE A*,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,"Beyond ""Being There"": An Integrated Framework for Measuring Narrative Experience in Immersive Virtual Reality",10.1145/3772363.3799004,2026,CHI Extended Abstracts,Y,未照合,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Understanding Amateur Actors’ VR Rehearsal Needs: Priorities and Rationales,10.1145/3772363.3799322,2026,CHI Extended Abstracts,Y,未照合,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,When Hands Meet Physics in Virtual Reality: Effects of Interaction Fidelity on User Experience,10.1145/3772318.3790483,2026,International Conference on Human Factors in Computing Systems,Y,CORE A*,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Escape From Human: An Interview Study of Social VR Players Practicing Self-Expression Through Avatars that Self-Identify as “Non-Human”,10.1145/3772318.3791235,2026,International Conference on Human Factors in Computing Systems,Y,CORE A*,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Investigating Personalised Avatars with Face Tracking in Social VR,10.1145/3772363.3799372,2026,CHI Extended Abstracts,Y,未照合,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Show Me How to Play: Exploring Self-Modeling for Onboarding in Virtual Reality Exergames,10.1145/3772318.3790333,2026,International Conference on Human Factors in Computing Systems,Y,CORE A*,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Virtual Perspectives: Effects of Spatial Presence and Agency on Affective and Cognitive Virtual Reality Perspective-Taking,10.1145/3772318.3791058,2026,International Conference on Human Factors in Computing Systems,Y,CORE A*,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Experiencing Change: A Scoping Review of Behavior Change with Extended Reality,10.1145/3772318.3790588,2026,International Conference on Human Factors in Computing Systems,N,CORE A*,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Using a virtual reality role-playing game to enhance interaction dynamics and improve social attitudes toward transgender people,10.1038/s41598-026-46402-3,2026,Scientific Reports,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Between consenting avatars,10.1007/s10676-026-09901-5,2026,Ethics and Information Technology,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Drone Rider: Effects of Wind Conditions on the Sense of Flight,10.3390/app16073544,2026,Applied Sciences,N,SJR Q4,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,"Immersive Virtual Reality Gameplay Alters Embodiment, Time Perception, and States of Consciousness",10.3390/virtualworlds5020016,2026,Virtual Worlds,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,The impact of prototype presentation and environment on concept evaluation in early-stage design,10.1007/s10055-026-01363-w,2026,Virtual Reality,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,On the Systematic Design Framework for Intuitive Interfaces in Telerobotic Operations: A Case Study in Surgical Robotics,10.1109/toh.2026.3684095,2026,IEEE Transactions on Haptics,N,SJR Q2,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,"Virtual humans in virtual reality: a scoping review on sociability, fidelity, and expression",10.3389/frvir.2026.1738000,2026,Frontiers in Virtual Reality,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,"Effects of Virtual Nature Embodiment on Compassion, Empathy, Nature Connectedness, and Symptom Burden in Patients With Psychosis or Depression: An Explorative Clinical Study",10.2196/74337,2026,JMIR Serious Games,Y,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,"Reliability in Focus: Trust, Agency, Ownership, and Gaze Behavior in a VR Prosthesis Simulator",10.1109/tnsre.2026.3676703,2026,IEEE transactions on neural systems and rehabilitation engineering,N,SJR Q1,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Mitigating VR Motion Sickness Through Multi-sensory Simulation of Wind Sensation (MSSWS): A Vestibular-Visual Synchronization Approach,10.1109/vr67842.2026.00089,2026,IEEE Conference on Virtual Reality and 3D User Interfaces,N,CORE A*,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Reallocation of Body Ownership Between Avatar and Omniscient Entity in Third-Person Perspective VR,10.1109/vr67842.2026.00080,2026,IEEE Conference on Virtual Reality and 3D User Interfaces,N,CORE A*,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Does your brain feel virtual touch as a physical touch? Influence of haptics and cognitive workload on touch perception in VR,10.1109/vr67842.2026.00036,2026,IEEE Conference on Virtual Reality and 3D User Interfaces,N,CORE A*,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,The Interface as a Markov Blanket: Reframing VR Interaction via the Free Energy Principle,10.1109/vrw70859.2026.00124,2026,2026 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW),N,CORE A*,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,StoryBaker: Generative Memoryscapes from Personal Narratives in XR,10.1109/vrw70859.2026.00184,2026,2026 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW),N,CORE A*,S2,,
3,The Sense of Embodiment in Virtual Reality,forward,Ink in Motion: Re-Drawing Beijing's Eight Sights Through Immersive Dance,10.1109/vrw70859.2026.00413,2026,2026 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW),N,CORE A*,S2,,
